forma_de_citar,licencia,registros,registros_mexico,doi
"González-Cózatl F. 2012. Computarización de la colección de mamíferos del Centro de Educación Ambiental e Investigación Sierra de Huautla (CEAMISH) de la Universidad Autónoma del Estado de Morelos (UAEM). Colección CMC. Centro de Investigación en Biodiversidad y Conservación. Universidad Autónoma del Estado de Morelos. Bases de datos SNIB-CONABIO, proyecto HC022. México, D. F.",CC BY 4.0,2370,2370,
"Alvarez Mejìa L M, Betancourth A M, Gutierrez Hoyos N E, Meza Salazar A M, Llano Arias C A, Villareal Grisales A, Gomez Zuluaga G A, Bernal Florez K A, Alvarez Rodas L, Duque Orozco J M, Grande López V H, Ramos Arias Y, Gonzalez L A, Cortes Molina J G, Triana Moreno L A, Londoño Gutierrez N, Iglesias G E, Castañeda Arredondo S P, Villada Bedoya S, Fernandez Betancur C A, Vanegas Guerrero J, Obado Chacon J C, Moreno Lopez D, Peñuela M M, Rueda Arcila A L, Vallejo Espinosa L F, Álvarez Mejía L M (2021). Monitoreo Ambiental del Proyecto La Colosa. Version 2.2. Universidad de Caldas. Occurrence dataset https://doi.org/10.15472/lavgys accessed via GBIF.org on 2022-07-07.",CC0 1.0,2358,0,https://doi.org/10.15472/lavgys
"Álvarez-Castañeda S. T. 2007. Creación de la base de datos de los parques nacionales Sierra de San Pedro Mártir y Constitución de 1857, y de la reserva de la biosfera Islas del Golfo de California para el grupo de los mamíferos. Centro de Investigaciones Biológicas del Noroeste S. C. Bases de datos SNIB-CONABIO, proyecto BK011. México, D. F.",CC BY 4.0,2342,2342,
"Reyes-Amaya N, Borja-Acosta K (2022). Colección de Mamíferos del Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH-M). Version 32.10. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/aghjkw accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,2338,0,https://doi.org/10.15472/aghjkw
"Ramos-Fernández G. y T. Ortiz-Martínez. 2017. Evaluación del estado de conservación de las poblaciones de los primates silvestres (Ateles y Alouatta) en la región noreste del estado de Oaxaca y la península de Yucatán, mediante información sobre su distribución geográfica, abundancia y demografía. Unidad Oaxaca. Centro Interdisciplinario de Investigación para el Desarrollo Integral Regional. Instituto Politécnico Nacional. Bases de datos SNIB-CONABIO, proyecto HK009. Ciudad de México",CC BY 4.0,2280,2280,
"Sánchez Cordero-Dávila V., A. Rodríguez-Moreno y G. Gutiérrez-Granados. 2018. Síndrome de nariz blanca: Una zoonosis emergente que amenaza los quirópteros de México. Instituto de Biología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto ME008. Ciudad de México",CC BY 4.0,2216,2216,
"Stevick, P. 2013. YoNAH Encounter. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/274) on yyyy-mm-dd. https://doi.org/10.15468/knz5d2 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,2030,0,https://doi.org/10.15468/knz5d2
"Scott-Morales L. y P. Vela-Coiffier. 2016. Modelos predictivos de distribución geográfica para Spizella wortheni, Cynomys mexicanus, Vulpes macrotis zinseri y Taxidea taxus berlandieri. Facultad de Ciencias Forestales. Universidad Autónoma de Nuevo León. Bases de datos SNIB-CONABIO, proyecto JM004. México, D. F.",CC BY 4.0,2019,2019,
"Miranda A. 1997. Deforestación y fragmentación del hábitat: consecuencias ecológicas sobre la fauna de mamíferos de la selva tropical estacional. Instituto de Ecología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto B033. México, D. F.",CC BY 4.0,2017,2017,
"León-Paniagua L. 1999. Distribución geográfica de las aves y los mamíferos del estado de Querétaro. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto H160. México, D. F.",CC BY 4.0,2007,2007,
"García-Mendoza D. F. 2015. Actualización de la base de datos de la Colección Regional Durango (Mammalia). Colección CRD. Unidad Durango. Centro Interdisciplinario de Investigación para el Desarrollo Integral Regional. Instituto Politécnico Nacional. Bases de datos SNIB-CONABIO, proyecto HA002. México, D. F.",CC BY 4.0,1974,1974,
"Guevara L, Vargas-Cuenca J, Hortelano-Moncada Y, Cervantes F A (2024). Small-eared shrews (Mammalia, Cryptotis) in the Neotropical region. Version 1.2. Biodiversity Data Journal. Occurrence dataset https://doi.org/10.15468/jbaf87 accessed via GBIF.org on 2025-09-01.",CC BY 4.0,1959,1959,https://doi.org/10.15468/jbaf87
"Escobar-Ocampo M. C., J. E. Morales-Pérez, Hernández-García E., J. Guzmán-Hernández, A. Riechers-Pérez y E. E. Espinoza-Medinilla. 2006. Sistematización de las colecciones científicas del Instituto de Historia Natural y Ecología, (IHNE) Chiapas. Instituto de Historia Natural y Ecología (IHNE). Bases de datos SNIB-CONABIO, proyectos V050, L018, L003 y P060. México, D. F.",CC BY 4.0,1920,1920,
"Jimenez Ortega A M, Medina O (2021). Colección Teriológica de la Universidad Tecnológica del Chocó. Version 5.4. Universidad Tecnológica del Chocó. Occurrence dataset https://doi.org/10.15472/nhehct accessed via GBIF.org on 2022-07-07.",CC0 1.0,1858,0,https://doi.org/10.15472/nhehct
"Nino Reyes A, Corral Gómez J N (2022). Línea base general de mamíferos para el valle medio del Magdalena - VMM. Version 1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Sampling event dataset https://doi.org/10.15472/mdbw96 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,1843,0,https://doi.org/10.15472/mdbw96
"Urbán-Ramírez J. 2000. Ecología y genética poblacional de la ballena gris Eschrichtius robustus en la Península de Baja California. Universidad Autónoma de Baja California Sur. Bases de datos SNIB-CONABIO, proyecto L229. México, D. F.",CC BY 4.0,1842,1842,
"Ramírez Fráncel L A, Ramirez Fráncel L A (2021). Colección Zoológica de la Universidad del Tolima (CZUT)- Mastozoología. Version 2.3. Universidad del Tolima. Occurrence dataset https://doi.org/10.15472/kbyfsj accessed via GBIF.org on 2022-07-07.",CC BY 4.0,1796,0,https://doi.org/10.15472/kbyfsj
"Ramírez Pulido J. 2007. Diversidad de los mamíferos de la Reserva de la biósfera Tehuacán-Cuicatlán, Puebla-Oaxaca, México. Unidad Iztapalapa. Universidad Autónoma Metropolitana. Bases de datos SNIB-CONABIO, proyecto BK022. México, D. F.",CC BY 4.0,1773,1773,
Henao-Diaz F (2022). Registros Primates Neotropicales Convocatoria APC. Version 3.4. Asociación Primatológica Colombiana. Occurrence dataset https://doi.org/10.15472/wjgj7v accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,1675,1,https://doi.org/10.15472/wjgj7v
"Sonozotz-Asociación Mexicana de Mastozoología. 2021. Compilación de fonoteca de referencia de murciélagos insectívoros de México: Fase I. Asociación Mexicana de Mastozoología. Bases de datos SNIB-CONABIO, proyecto ME004. Ciudad de México",CC BY 4.0,1675,1675,
"Restrepo-Isaza A (2021). Fototrampeo en el departamento del Putumayo, proyecto Gran Tierra-Amerisur. Version 1.1. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Sampling event dataset https://doi.org/10.15472/2twpun accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,1652,0,https://doi.org/10.15472/2twpun
"López-González C. y H. S. Espinosa-Pérez. 2004. Peces y Mamíferos de la región de Norogachi, Alta Sierra Tarahumara, Chihuahua. Unidad Durango. Centro Interdisciplinario de Investigación para el Desarrollo Integral Regional. Instituto Politécnico Nacional. Bases de datos SNIB-CONABIO, proyecto X011. México, D. F.",CC BY 4.0,1643,1643,
Toro J L (2021). Inventario de fauna presente en la jurisdicción de Corantioquia. Version 4.7. Corantioquia - Corporación Autónoma Regional del Centro de Antioquia. Occurrence dataset https://doi.org/10.15472/mczrsz accessed via GBIF.org on 2022-07-07.,CC0 1.0,1640,0,https://doi.org/10.15472/mczrsz
"Pérez Torres J, Pantoja Peña G E, Cruz-Rodríguez C A, Chala Quintero S M, Herrera Collazos E E, Rodríguez Morales M A (2021). Colección de mamíferos del Museo de Historia Natural de la Pontificia Universidad Javeriana. Version 4.9. Pontificia Universidad Javeriana. Occurrence dataset https://doi.org/10.15472/r6zvqk accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,1621,0,https://doi.org/10.15472/r6zvqk
Quintana Vargas A (2021). Biodiversidad de un bosque seco tropical del Valle Medio del río Magdalena: evaluación integrada a través de multitaxones. Version 1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/ptmv1d accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,1610,0,https://doi.org/10.15472/ptmv1d
"Gual D. M., C. A. Rendón, Alamilla F. L., R. P. Cifuentes y R. A. T. Lozano. 2013. Bosque Mesófilo de Montaña de México. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. México, D. F.",CC BY 4.0,1581,1581,
"Guevara, L., Vargas-Cuenca, J., Hortelano-Moncada, Y., Cervantes F. A. 2024. Una base de datos basada en ejemplares voucher de musarañas de orejas pequeñas (Mammalia, Eulipotyphla, Cryptotis) en la región neotropical. Instituto de Biología, Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto Z072. Ciudad de México",CC BY 4.0,1542,912,
"Diaz Pulido A, Díaz Pulido A (2021). Fototrampeo de los bosques montanos del Oriente Antioqueño, Cañón del río Melcocho, en el municipio de El Carmen de Viboral, Antioquia - Proyecto Colombia BIO. Version 1.3. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/nzxz6c accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,1495,0,https://doi.org/10.15472/nzxz6c
"European Bioinformatics Institute (EMBL-EBI), GBIF Helpdesk (2022). INSDC Sequences. Version 1.8. European Nucleotide Archive (EMBL-EBI). Occurrence dataset https://doi.org/10.15468/sbmztx accessed via GBIF.org on 2022-07-07.",CC BY 4.0,1475,1475,https://doi.org/10.15468/sbmztx
Happywhale. 2021. Happywhale - Humpback Whale in North Atlantic Ocean. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1764) on yyyy-mm-dd originated from Happywhale.com. https://doi.org/10.15468/xhfm33 accessed via GBIF.org on 2022-07-07.,CC0 1.0,1468,0,https://doi.org/10.15468/xhfm33
"Velásquez Roa T, Calvache Sánchez C (2021). Mamíferos presentes en 10 remanentes de Bosque seco Tropical del Valle del Cauca. Version 1.2. Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca - INCIVA. Occurrence dataset https://doi.org/10.15472/d5kpvg accessed via GBIF.org on 2022-07-07.",CC BY 4.0,1465,0,https://doi.org/10.15472/d5kpvg
"Lasso Alcalá C, Quintana Vargas A (2021). Fototrampeo de sistemas cársticos en el municipio de El Peñón, Santander - Proyecto Colombia BIO. Version 1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/ewgdzs accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,1450,0,https://doi.org/10.15472/ewgdzs
"Sanchez-Lobo D M, Zuluaga-Gómez M A, Torres-Angulo K C, Quintero-Cardozo J A, Flórez Salazar J M, Porras Atencia O O (2021). Mamíferos asociados a un bosque húmedo tropical de Barrancabermeja, Santander. Version 1.1. Instituto Universitario de la Paz. Occurrence dataset https://doi.org/10.15472/awvolw accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,1412,0,https://doi.org/10.15472/awvolw
"Arroyo-Cabrales J. 2010. Catálogo de los mamíferos de México en resguardo de The Natural History Museum (London), Inglaterra. Instituto Nacional de Antropología e Historia. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto DE020. México, D. F.",CC BY 4.0,1401,1401,
University of Minnesota Bell Museum (2022). Bell Museum mammals. Occurrence dataset https://doi.org/10.15468/nefklq accessed via GBIF.org on 2022-07-07.,CC0 1.0,1306,1140,https://doi.org/10.15468/nefklq
Lafon T (2018). Censo de primates de la Fundación Entropika. Version 3.5. Fundación Entropika. Occurrence dataset https://doi.org/10.15472/srh27t accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,1302,0,https://doi.org/10.15472/srh27t
"Grilo C, Neves T, Bates J, le Roux A, Medrano-Vizcaíno P, Quaranta M, Silva I, Soanes K, Wang Y, Abate S, Abra F, Aldaz-Cedeño S, Alencar P, Almeida M, Alves M, Alves P, Ambrozio-Assis A, Ament R, Andrášik R, Araguillin E, Araújo D, Araujo-Quintero A, Arca-Rubio J, Arianejad M, Armas C, Arnold E, Ascensão F, Azhar B, Baek S, Bajpai H, Bakaloudis D, Balbino- Silva A, Balestrieri A, Balestrieri R, Bansal U, Barbraud C, Barg A, Barrientos R, Barth P, Bartonička T, Basile M, Bastianelli M, Batista G, Baxter-Gilbert J, Beduschi J, Behera S, Bélanger-Smith K, Belkacem M, Benedetti Y, Benitez-Badillo G, Betlhoff J, Beulahbah A, Bezerra A, Bíl M, Blamires D, Bogoni J, Bontzorlos V, Borzee A, Boves T, Bovo A, Boyle S, Bueno C, Bukombe J, Bülbül U, Cabrera-García M, Cacciali P, Camacho C, Campos A, Campos J, Canal D, Canova L, Canul Chuc P, Caravaggi A, Carlson B, Carmona G, Cartes J, Carvalho F, Castelazo-Calva V, Castillo H, Ceron K, Cervantes-Huerta R, Červinka J, Chala D, Charney N D, Chatfield M, Cherem J, Chruszcz B, Çiçek K, Cícha V, Cicort-Lucaciu A, Clevenger A, Colino-Rabanal V, Collinson W, Colombo P, Costa A, Costa G, Costa J, Costa-Silva A, Covaciu-Marcov S, Cove M, Crandall K A, Crane M, Crivellari L, Cunha A, Cunha H, Cunha M, Cupșa D, D'Amico M, Das J, de Barros K, de los Reyes Lara L, Delgado J, Desai S, Desbiez A, Desrochers A, Dias R, Dias T, Duengkae P, Duľa M, Durán-Antonio J, Engleder T, Ernst M, Failla M, Faiz A, Falaschi M, Fantacini F, Ferenți S, Ferreira M, Ferrer M, Filho R, Filius J, Fischer P, Foltête J, Fontes M, Franch M, Freire M, Fyumagwa R, Gallego-García D, Gálvez D, Gama-Campillo L, Garcia N, García-Carrasco J, Garriga N, Gavril V, Geller I, Gherghel I, Girardet X, Gohlke S, Gomides S, González-Calderón A, González-Gallina A, Gordillo-Chávez E, Green-Barber J, Gunson K, Haileselasie T, Hamici F, Hannibal W, Hariohay K M, Hazrati M, Heber S, Heiermann D, Hernandez A, Herrmann M, Heurich M, Hidalgo-Mihart M, Hooft P, Huck S, Huijser M, Husby M, Jaeger J, Jakubas D, Janík T, Jarrín-V P, Jirků M, Joshi N, Joshi R, Juilliard R, Junior M, Junior W, Kaczmarski M, Kang W, Karthick P, Karthick S, Karunarathna S, Karuppusamy S, Kassie A, Keken Z, Kellermann A, Kelly E, Khandakar N, Kindel A, Knitter D, Koç-Gür H, Kolenda K, Kotsonas E, Kubeček J, Kummoo W, Kušta T, Lahkar B, Langbein J, Lapadula S, Larreátegui-Palma M, Lazaridou D, Lazarus M, Leal C, LeClair G, Lee S, Lehn C, Leite L, Leona Princy J, Leontiou S, Lermen I, Lesbarrères D, Li Q, Litskas V, Litzgus J, Liu Y, Llorente Cabrera G, Loehr V, Lopes E, Lord I, Ludgate R, Luna-Ruíz R, Lyamuya R, Machado F, Machado R, Macías-González M, MacPherson J, Magioli M, Manenti R, Manhas A, Marchesini R, Marko A, Marneweck D, Martínez J, Martínez-Freiría F, Martins L, Masenga E, Mata-Zayas E, Mattia D, Mattisson J, Mayadunnage S, Mayer M, McLennan M, Mdaki M, Melenciuc R, Melo F, Melo F, Meneguz P, Menezes J, Menger T, Mesfin M, Meza-Joya F, Miranda J, Miyamoto A, Moguel-Ordóñez E, Mohammadi A, Montori A, Morelli F, Moreno-Baez M, Moreno-Rueda G, Moriano R, Moura A, Mulualem G, Mundy C, Mwakalebe G, Mysłajek R, Najafi-Majd E, Nasir A, Navarro S, Neda B, Nelli L, Neudert J, Nieuwenhuis M, Nkwabi A, Nowak S, Old J, Oliveira- Santos L, Oliveira D, Oliveira G, Oliveira J, Oliveira S, Orozco-Valor P, Orsi M, Ortega Z, Ottburg F, Özcan A, Özkan H, Paansri P, Pacheco-Figueroa C, Parmelee J, Patterson-Abrolat C, Pease B, Pereira A, Pereira D, Pereira J, Pereira J, Pereira K, Pereira M, Perelló M, Peters W, Piguave-Anchundia O, Pither R, Plante J, Plodowski G, Pop D, Prakash L, Qashqaei A, Quiles P, Rai A, Ramos E, Rascon N, Rassati G, Read K, Redinger J, Revilla E, Ribeiro P, Ribeiro Y, Riley J, Rocha D, Rocha L, Rocha V, Rodrigues R, Rodríguez A, Rodríguez B, Rojas-Soto O, Rolheiser M, Román J, Romportl D, Rosa C, Røskaft E, Ryś M, Sá G, Sachet J, Sacramento E, Saenz J, Sahlean T, Saito E, Salas J, Šálek M, Samson A, Sanjar A, Santacruz M, Santhoshkumar P, Santiago-Plata V, Santos A, Santos X, Sarasola J H, Sarıkurt S, Savini T, Sayers S, Schalk C, Schmidt G, Seburn D, Sedoník J, Seijas A, Sekiama M, Sforza S, Sharma B, Shrestha B, Sidooski R, Sillero N, Silva A, Silva A, Silva D, Silva E, Slomp D, Soofi M, Sosa R, Souza M, Souza W, Spanowicz A, Stanciu C, Stannard H, Sternberg M, Stonecipher G, Strugariu A, Suksavate W, Surasinghe T, Swanepoel L, Swarts H, Tamanha S, Teampanpong J, Teferi M, Teixeira F, Tejera G, Teles L, Tesfahunegny W, Thompson B, Tizzani P, Trakimas G, Umetsu R, Utsa P, Vadodariya V, Valdez-Leal J, Valerio F, van der Grift E, van der Hoek Y, Vasava A, Velázquez N, Velo-Antón G, Vianna V, Vidotto-Magnoni A, Vogiatzakis I, Wale M, Watari Y, Williams S, Winter M, Woo D, Yabu M, Yadav P, Yahya M, Yogui D, Zaharia R, Zakaria S, Zank C, Zanzini A, Zeferino G, Zenere J, Zocche J, Zoel L, Zotos S, Guinard E (2025). Global Roadkill Data: a dataset on terrestrial vertebrate mortality caused by collision with vehicles (Opportunistic Records). Version 1.6. CIBIO (Research Center in Biodiversity and Genetic Resources) Portugal. Occurrence dataset https://doi.org/10.1038/s41597-024-04207-x accessed via GBIF.org on 2025-09-01.",CC BY 4.0,1282,1282,https://doi.org/10.1038/s41597-024-04207-x
